nombre_estado,cve_ent,nombre_municipio,cve_geo,nivel_priorizacion,tipo_vul,vulnerabilidad_actual,aumento_vulnerabilidad
Chiapas,07,Las Rosas,07075,,Producción forrajera en estrés hídrico,,
Chiapas,07,Las Rosas,07075,,Producción ganadera en estrés hídrico,,
Chiapas,07,Las Rosas,07075,,Población expuesta al dengue,,
Chiapas,07,Las Rosas,07075,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Las Rosas,07075,,Producción ganadera en inundaciones,,
Chiapas,07,Las Rosas,07075,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Rayón,07073,,Producción forrajera en estrés hídrico,,
Chiapas,07,Rayón,07073,,Producción ganadera en estrés hídrico,,
Chiapas,07,Rayón,07073,,Población expuesta al dengue,,
Chiapas,07,Rayón,07073,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Rayón,07073,,Producción ganadera en inundaciones,,
Chiapas,07,Rayón,07073,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Pueblo Nuevo Solistahuacán,07072,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,
Chiapas,07,Pueblo Nuevo Solistahuacán,07072,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Chiapas,07,Pueblo Nuevo Solistahuacán,07072,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Chiapas,07,Pueblo Nuevo Solistahuacán,07072,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Chiapas,07,Pueblo Nuevo Solistahuacán,07072,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Chiapas,07,Pueblo Nuevo Solistahuacán,07072,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Villa Comaltitlán,07071,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Chiapas,07,Villa Comaltitlán,07071,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Villa Comaltitlán,07071,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Chiapas,07,Villa Comaltitlán,07071,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Villa Comaltitlán,07071,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Chiapas,07,Villa Comaltitlán,07071,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Muy Alto,
Chiapas,07,El Porvenir,07070,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,El Porvenir,07070,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Chiapas,07,El Porvenir,07070,Primer Nivel de Priorización,Población expuesta al dengue,,Aumento
Chiapas,07,El Porvenir,07070,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Chiapas,07,El Porvenir,07070,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Chiapas,07,El Porvenir,07070,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Pijijiapan,07069,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Chiapas,07,Pijijiapan,07069,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,
Chiapas,07,Pijijiapan,07069,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Chiapas,07,Pijijiapan,07069,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,
Chiapas,07,Pijijiapan,07069,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Chiapas,07,Pijijiapan,07069,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,
Chiapas,07,Pichucalco,07068,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,,
Chiapas,07,Pichucalco,07068,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Bajo,Aumento
Chiapas,07,Pichucalco,07068,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Chiapas,07,Pichucalco,07068,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Pichucalco,07068,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Chiapas,07,Pichucalco,07068,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Chiapas,07,Pantepec,07067,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Chiapas,07,Pantepec,07067,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Chiapas,07,Pantepec,07067,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,Aumento
Chiapas,07,Pantepec,07067,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Chiapas,07,Pantepec,07067,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Chiapas,07,Pantepec,07067,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Pantelhó,07066,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Chiapas,07,Pantelhó,07066,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Pantelhó,07066,Primer Nivel de Priorización,Población expuesta al dengue,Medio,
Chiapas,07,Pantelhó,07066,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Pantelhó,07066,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Chiapas,07,Pantelhó,07066,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Palenque,07065,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Chiapas,07,Palenque,07065,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Chiapas,07,Palenque,07065,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Chiapas,07,Palenque,07065,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,
Chiapas,07,Palenque,07065,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,Aumento
Chiapas,07,Palenque,07065,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Chiapas,07,Oxchuc,07064,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,Oxchuc,07064,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Oxchuc,07064,Segundo Nivel de Priorización,Población expuesta al dengue,,
Chiapas,07,Oxchuc,07064,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Chiapas,07,Oxchuc,07064,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Chiapas,07,Oxchuc,07064,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Osumacinta,07063,Segundo Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,Osumacinta,07063,Segundo Nivel de Priorización,Producción ganadera en estrés hídrico,Alto,Aumento
Chiapas,07,Osumacinta,07063,Segundo Nivel de Priorización,Población expuesta al dengue,Medio,Aumento
Chiapas,07,Osumacinta,07063,Segundo Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Chiapas,07,Osumacinta,07063,Segundo Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Chiapas,07,Osumacinta,07063,Segundo Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Nicolás Ruíz,07058,,Producción forrajera en estrés hídrico,,
Chiapas,07,Nicolás Ruíz,07058,,Producción ganadera en estrés hídrico,,
Chiapas,07,Nicolás Ruíz,07058,,Población expuesta al dengue,,
Chiapas,07,Nicolás Ruíz,07058,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Nicolás Ruíz,07058,,Producción ganadera en inundaciones,,
Chiapas,07,Nicolás Ruíz,07058,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Motozintla,07057,,Producción forrajera en estrés hídrico,,
Chiapas,07,Motozintla,07057,,Producción ganadera en estrés hídrico,,
Chiapas,07,Motozintla,07057,,Población expuesta al dengue,,
Chiapas,07,Motozintla,07057,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Motozintla,07057,,Producción ganadera en inundaciones,,
Chiapas,07,Motozintla,07057,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Mitontic,07056,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,Mitontic,07056,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Mitontic,07056,Primer Nivel de Priorización,Población expuesta al dengue,,
Chiapas,07,Mitontic,07056,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Chiapas,07,Mitontic,07056,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Chiapas,07,Mitontic,07056,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Mazatán,07054,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Medio,
Chiapas,07,Mazatán,07054,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Mazatán,07054,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,
Chiapas,07,Mazatán,07054,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Chiapas,07,Mazatán,07054,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Chiapas,07,Mazatán,07054,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Muy Alto,
Chiapas,07,Mazapa de Madero,07053,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,Mazapa de Madero,07053,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Mazapa de Madero,07053,Primer Nivel de Priorización,Población expuesta al dengue,,
Chiapas,07,Mazapa de Madero,07053,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,Aumento
Chiapas,07,Mazapa de Madero,07053,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Chiapas,07,Mazapa de Madero,07053,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Las Margaritas,07052,,Producción forrajera en estrés hídrico,,
Chiapas,07,Las Margaritas,07052,,Producción ganadera en estrés hídrico,,
Chiapas,07,Las Margaritas,07052,,Población expuesta al dengue,,
Chiapas,07,Las Margaritas,07052,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Las Margaritas,07052,,Producción ganadera en inundaciones,,
Chiapas,07,Las Margaritas,07052,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Mapastepec,07051,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Chiapas,07,Mapastepec,07051,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,Aumento
Chiapas,07,Mapastepec,07051,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Chiapas,07,Mapastepec,07051,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Mapastepec,07051,Primer Nivel de Priorización,Producción ganadera en inundaciones,Medio,
Chiapas,07,Mapastepec,07051,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Alto,
Chiapas,07,Larráinzar,07049,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,Larráinzar,07049,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Larráinzar,07049,Primer Nivel de Priorización,Población expuesta al dengue,,
Chiapas,07,Larráinzar,07049,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Chiapas,07,Larráinzar,07049,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Chiapas,07,Larráinzar,07049,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Jitotol,07047,,Producción forrajera en estrés hídrico,,
Chiapas,07,Jitotol,07047,,Producción ganadera en estrés hídrico,,
Chiapas,07,Jitotol,07047,,Población expuesta al dengue,,
Chiapas,07,Jitotol,07047,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Jitotol,07047,,Producción ganadera en inundaciones,,
Chiapas,07,Jitotol,07047,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Ixtapangajoya,07045,,Producción forrajera en estrés hídrico,,
Chiapas,07,Ixtapangajoya,07045,,Producción ganadera en estrés hídrico,,
Chiapas,07,Ixtapangajoya,07045,,Población expuesta al dengue,,
Chiapas,07,Ixtapangajoya,07045,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Ixtapangajoya,07045,,Producción ganadera en inundaciones,,
Chiapas,07,Ixtapangajoya,07045,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Ixtapa,07044,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,Ixtapa,07044,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Ixtapa,07044,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Chiapas,07,Ixtapa,07044,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,
Chiapas,07,Ixtapa,07044,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,
Chiapas,07,Ixtapa,07044,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Tila,07096,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Chiapas,07,Tila,07096,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Chiapas,07,Tila,07096,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Chiapas,07,Tila,07096,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Chiapas,07,Tila,07096,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,
Chiapas,07,Tila,07096,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Chiapas,07,Soyaló,07085,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,Soyaló,07085,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,
Chiapas,07,Soyaló,07085,Primer Nivel de Priorización,Población expuesta al dengue,Bajo,
Chiapas,07,Soyaló,07085,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Medio,
Chiapas,07,Soyaló,07085,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Chiapas,07,Soyaló,07085,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Jiquipilas,07046,,Producción forrajera en estrés hídrico,,
Chiapas,07,Jiquipilas,07046,,Producción ganadera en estrés hídrico,,
Chiapas,07,Jiquipilas,07046,,Población expuesta al dengue,,
Chiapas,07,Jiquipilas,07046,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Jiquipilas,07046,,Producción ganadera en inundaciones,,
Chiapas,07,Jiquipilas,07046,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Cintalapa de Figueroa,07017,,Producción forrajera en estrés hídrico,,
Chiapas,07,Cintalapa de Figueroa,07017,,Producción ganadera en estrés hídrico,,
Chiapas,07,Cintalapa de Figueroa,07017,,Población expuesta al dengue,,
Chiapas,07,Cintalapa de Figueroa,07017,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Cintalapa de Figueroa,07017,,Producción ganadera en inundaciones,,
Chiapas,07,Cintalapa de Figueroa,07017,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,La Grandeza,07036,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,
Chiapas,07,La Grandeza,07036,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Chiapas,07,La Grandeza,07036,Primer Nivel de Priorización,Población expuesta al dengue,,Aumento
Chiapas,07,La Grandeza,07036,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Alto,Aumento
Chiapas,07,La Grandeza,07036,Primer Nivel de Priorización,Producción ganadera en inundaciones,,
Chiapas,07,La Grandeza,07036,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,Bella Vista,07011,,Producción forrajera en estrés hídrico,,
Chiapas,07,Bella Vista,07011,,Producción ganadera en estrés hídrico,,
Chiapas,07,Bella Vista,07011,,Población expuesta al dengue,,
Chiapas,07,Bella Vista,07011,,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,Bella Vista,07011,,Producción ganadera en inundaciones,,
Chiapas,07,Bella Vista,07011,,Asentamientos humanos expuestos a inundaciones,,
Chiapas,07,San Cristóbal de las Casas,07078,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Alto,Aumento
Chiapas,07,San Cristóbal de las Casas,07078,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Medio,Aumento
Chiapas,07,San Cristóbal de las Casas,07078,Primer Nivel de Priorización,Población expuesta al dengue,,Aumento
Chiapas,07,San Cristóbal de las Casas,07078,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Chiapas,07,San Cristóbal de las Casas,07078,Primer Nivel de Priorización,Producción ganadera en inundaciones,Alto,Aumento
Chiapas,07,San Cristóbal de las Casas,07078,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,,
Tabasco,27,Centro,27004,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Centro,27004,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Centro,27004,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,
Tabasco,27,Centro,27004,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,Aumento
Tabasco,27,Centro,27004,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,
Tabasco,27,Centro,27004,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Tabasco,27,Nacajuca,27013,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Nacajuca,27013,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Nacajuca,27013,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Nacajuca,27013,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Tabasco,27,Nacajuca,27013,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Tabasco,27,Nacajuca,27013,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Tabasco,27,Huimanguillo,27008,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Huimanguillo,27008,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,Aumento
Tabasco,27,Huimanguillo,27008,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Tabasco,27,Huimanguillo,27008,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Tabasco,27,Huimanguillo,27008,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,
Tabasco,27,Huimanguillo,27008,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Tabasco,27,Emiliano Zapata,27007,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,
Tabasco,27,Emiliano Zapata,27007,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Emiliano Zapata,27007,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,
Tabasco,27,Emiliano Zapata,27007,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,
Tabasco,27,Emiliano Zapata,27007,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Tabasco,27,Emiliano Zapata,27007,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Tabasco,27,Jonuta,27011,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,
Tabasco,27,Jonuta,27011,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Jonuta,27011,Primer Nivel de Priorización,Población expuesta al dengue,Muy Alto,
Tabasco,27,Jonuta,27011,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,,
Tabasco,27,Jonuta,27011,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Tabasco,27,Jonuta,27011,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Tabasco,27,Paraíso,27014,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Paraíso,27014,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Paraíso,27014,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Paraíso,27014,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Tabasco,27,Paraíso,27014,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,Aumento
Tabasco,27,Paraíso,27014,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Tabasco,27,Cárdenas,27002,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Cárdenas,27002,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Cárdenas,27002,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Cárdenas,27002,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Tabasco,27,Cárdenas,27002,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Tabasco,27,Cárdenas,27002,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Tabasco,27,Cunduacán,27006,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Cunduacán,27006,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Cunduacán,27006,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Cunduacán,27006,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Tabasco,27,Cunduacán,27006,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,
Tabasco,27,Cunduacán,27006,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Tabasco,27,Jalpa de Méndez,27010,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Jalpa de Méndez,27010,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Jalpa de Méndez,27010,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Jalpa de Méndez,27010,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Tabasco,27,Jalpa de Méndez,27010,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,
Tabasco,27,Jalpa de Méndez,27010,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Tabasco,27,Comalcalco,27005,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Comalcalco,27005,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Comalcalco,27005,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Comalcalco,27005,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Tabasco,27,Comalcalco,27005,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,Aumento
Tabasco,27,Comalcalco,27005,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Tabasco,27,Tenosique,27017,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Tenosique,27017,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,Aumento
Tabasco,27,Tenosique,27017,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Tabasco,27,Tenosique,27017,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,
Tabasco,27,Tenosique,27017,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Tabasco,27,Tenosique,27017,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Tabasco,27,Teapa,27016,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,,
Tabasco,27,Teapa,27016,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,Aumento
Tabasco,27,Teapa,27016,Primer Nivel de Priorización,Población expuesta al dengue,Alto,Aumento
Tabasco,27,Teapa,27016,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,Aumento
Tabasco,27,Teapa,27016,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,
Tabasco,27,Teapa,27016,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,Aumento
Tabasco,27,Jalapa,27009,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,Aumento
Tabasco,27,Jalapa,27009,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Jalapa,27009,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Jalapa,27009,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,Aumento
Tabasco,27,Jalapa,27009,Primer Nivel de Priorización,Producción ganadera en inundaciones,Bajo,Aumento
Tabasco,27,Jalapa,27009,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Tabasco,27,Centla,27003,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,
Tabasco,27,Centla,27003,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Centla,27003,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Centla,27003,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Bajo,
Tabasco,27,Centla,27003,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,
Tabasco,27,Centla,27003,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Medio,Aumento
Tabasco,27,Balancán,27001,Primer Nivel de Priorización,Producción forrajera en estrés hídrico,Bajo,
Tabasco,27,Balancán,27001,Primer Nivel de Priorización,Producción ganadera en estrés hídrico,Sin Vulnerabilidad,
Tabasco,27,Balancán,27001,Primer Nivel de Priorización,Población expuesta al dengue,Alto,
Tabasco,27,Balancán,27001,Primer Nivel de Priorización,Asentamientos humanos expuestos a deslaves,Sin Vulnerabilidad,
Tabasco,27,Balancán,27001,Primer Nivel de Priorización,Producción ganadera en inundaciones,Sin Vulnerabilidad,
Tabasco,27,Balancán,27001,Primer Nivel de Priorización,Asentamientos humanos expuestos a inundaciones,Bajo,
