system:index,01,02,03,04,05,06,07,08,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
00000000000000000075,61.9857261340964,21.535516252705893,13.646604180427657,42.68350471851958,58.74765210995558,467.96060776957967,336.2373603433601,308.71515229000664,07116,07,116,Marqu�s de Comillas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000076,106.95840114601727,48.00477605194881,38.196804470851504,32.14605991108307,37.16139618927806,402.86239203502396,317.59232964269046,226.02859230411462,07090,07,090,Tapalapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000077,57.82500693915858,42.20227460640532,41.67125280206094,79.7665605909244,82.27858824978551,303.7760601799663,261.93724831899607,208.5511321436248,07022,07,022,Chalchihuit�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000078,173.10774789896155,75.0225571613751,60.768239113366164,46.937114758415255,41.30459448673274,390.8412022102638,360.32128999578725,314.11199557082426,07062,07,062,Ostuac�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000079,52.24343130588531,31.934704613685604,31.338275098800658,62.76464334609917,74.07875609099864,332.59871522188183,251.3943955183029,174.40208024978637,07119,07,119,Santiago el Pinar,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007a,3.9350501390678976,4.376867922771963,11.29962851511075,29.596786916643435,67.23007379471038,362.9709859560202,205.68945827433362,218.56827650960597,07094,07,094,Teopisca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007b,117.56513417828286,41.51918264919936,29.83757903572731,28.270074725645784,41.662062501358285,268.73710904454526,354.65404743167335,208.17049725869785,07092,07,092,Tecpat�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007c,0.40152210689569184,0.10682777520517754,0.7289333754816211,32.85653179604453,132.34026095116428,596.6464422766194,217.21755473258997,234.09729568733178,07087,07,087,Suchiate,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,5.5672039706663545,11.912656510230336,5.632644146958799,30.533819448280425,92.24378069312615,559.0398986846067,580.6650892273224,336.9209633121738,07009,07,009,Arriaga,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007e,2.400260544801074,5.308235183220383,7.387279568065537,47.314343719295415,166.27052427737829,574.6197143047747,499.6419764566861,453.4199998348076,07008,07,008,�ngel Albino Corzo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007f,5.586098890108749,6.583814194130555,8.096821050656422,55.01888704847165,295.3253529985278,591.2753643741667,457.2097587018829,420.866438500899,07125,07,125,Honduras de la Sierra,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000080,73.09002467258138,20.559838022599035,11.845507004029233,39.09271869740418,59.60372068215141,432.83779933900126,302.67732265801834,265.31177976131187,07114,07,114,Benem�rito de las Am�ricas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000081,7.4768791760233775,15.860702525651055,4.650400847004671,46.94037480811981,219.04879527493702,654.2744411403796,389.92977114938304,372.0429649297872,07089,07,089,Tapachula,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000082,165.33378276437654,118.54945160095454,91.98839526489132,77.19183734338071,71.18564369159175,598.0864102609466,421.6297467191954,394.9175219162744,07084,07,084,Solosuchiapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000083,8.108137685211315,13.418836796331805,7.203433888143001,28.792568098058695,102.92014135029623,284.180659230043,245.66905413532496,184.0509608928039,07083,07,083,Socoltenango,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000084,36.85001077382168,54.45613563462881,40.5679170833708,72.07045760857078,71.60024801344294,280.3114409602376,216.78780141592802,224.27829697757343,07082,07,082,Sital�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000085,47.61879578682015,29.698264285510767,20.17228860074295,14.536542835856656,45.94873303867235,252.40335137684949,221.93258811251886,229.6545866853113,07074,07,074,Reforma,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000086,142.21772502933533,71.97745319323292,49.425686391917154,48.318422974675784,47.33176746774571,490.0196411618449,327.2546499824931,393.2203277708859,07068,07,068,Pichucalco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000087,79.3937963731387,47.046605391664464,33.18286360056541,41.40954346326597,45.43070601845204,389.93939974824093,304.1121740051161,225.1778084647464,07073,07,073,Ray�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000088,5.996348217836457,17.03088640819844,8.768618836304066,57.15283000208518,289.49718509517663,696.2719809966242,532.5006889103418,465.49981465354875,07057,07,057,Motozintla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000089,94.75777792258557,49.36354963406534,25.267979267934127,25.236976998309405,80.44589929756258,486.7876022651516,223.52939940634224,332.2729329787947,07065,07,065,Palenque,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008a,113.73470380925392,40.49696760029755,31.0183913984964,30.83473239087966,35.242684983078014,365.78922189945393,310.47323019606193,226.4734761742658,07060,07,060,Ocotepec,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008b,2.3442992069377975,0.0,6.490077173663484,27.62082123022947,95.64236582902622,378.51262296034673,328.87177971828777,241.113297845603,07058,07,058,Nicol�s Ru�z,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008c,33.50988903195127,19.985837202334785,18.586984954159263,49.81919171124396,62.55464519293827,446.5957333566843,250.91827981431007,290.71771794748315,07059,07,059,Ocosingo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,3.0926060901793964,15.839041200572101,4.635929177723972,45.278884933163006,240.19580083220131,695.0397448744648,419.0969160827979,394.3288273796573,07037,07,037,Huehuet�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,0.8136280081434275,4.52033316383434,3.154575063539693,57.23384576494145,168.37215335288036,716.8825765412762,287.4270186448278,303.65663092502723,07035,07,035,Frontera Hidalgo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,46.749418264760756,30.439596392476137,39.35149694479311,76.8912276145154,78.47298400056437,404.0321453249873,284.5908241363379,178.63065091946632,07056,07,056,Mitontic,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,24.951702870528315,14.834541714854264,9.45321685233686,14.454993283571916,61.49452031726132,307.05944926858075,316.4364315425333,161.20251748249717,07061,07,061,Ocozocoautla de Espinosa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,16.502991377427634,17.693251157597025,28.62295919273332,50.66631166540609,57.62163774843279,269.11055560010425,157.23500396109202,150.8738781144712,07064,07,064,Oxchuc,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,4.909661868075634,2.190197278180889,7.525319408505692,57.14792558669614,274.60410280573564,724.7742145869398,552.4939667042056,523.8936317310432,07120,07,120,Capit�n Luis �ngel Vidal,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,0.0,2.6821594396483466,1.766560428273075,6.774444834384528,86.12761790651831,304.437807492886,231.8705665669917,125.35401622718685,07101,07,101,Tuxtla Guti�rrez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,3.563127777405836,13.731147081203291,9.75770107862345,22.33687374051547,68.97876553900167,336.2368228613138,219.9832670206076,232.9089806332918,07099,07,099,La Trinitaria,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,0.8481341157907238,8.500850245277274,7.3619576839960414,30.102141614979303,148.9090481668571,445.0003562427276,376.1961907108439,269.6018601752969,07122,07,122,El Parral,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,0.5642509450802397,1.8725832582155166,5.083614257464622,20.576295701494367,79.29467015759542,454.4201730606661,381.6214746623006,316.49037070364005,07097,07,097,Tonal�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,86.0868507444301,51.39693432750251,48.38636311317537,41.55482100750208,101.09290504323828,384.8268085535009,307.15451558760554,458.91622342617075,07096,07,096,Tila,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,6.890316659631862,5.302821955770394,12.360184285002696,90.04447734330523,309.7373592844591,848.4033997284974,583.66190497573,616.9701360729377,07001,07,001,Acacoyagua,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,5.872810695229508,8.687579828337201,8.981167503791612,33.034190417867734,121.22814891759944,381.64585242901995,261.5556506762599,168.8987270528678,07002,07,002,Acala,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,0.002086605081572156,2.0761325720230523,4.851006392967022,65.33902326765791,216.1300980611507,810.2507611101016,419.6035169183201,440.4094694829698,07003,07,003,Acapetahua,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,25.05857687157601,21.814927733943676,28.25359051131694,55.369894845531256,60.52942834331021,351.4825032405959,146.13476263105056,203.35718933451028,07004,07,004,Altamirano,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,146.7335951066289,83.62821883201953,64.57082771124625,53.36458869305967,65.46677112048141,496.2638939808765,356.20626251262064,370.1304768992015,07005,07,005,Amat�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,3.4177993178695414,16.11699340924771,11.027119635661515,26.35616351732358,135.53115732827172,395.8797026069529,294.48029909015906,331.5028941527515,07006,07,006,Amatenango de la Frontera,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,7.08644262791046,5.961657682200715,10.744578971372418,23.82582990086051,68.4432699828082,363.9849285761027,167.9349162265693,195.78771335000914,07007,07,007,Amatenango del Valle,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,11.027711117115855,24.334141261506783,9.964803673421812,109.07710660330929,229.67706196648726,717.1025019899283,394.80916843353606,412.00745587925593,07102,07,102,Tuxtla Chico,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,0.02950070012154891,13.170449380299555,8.619082319077537,94.05757612309154,198.12890398502353,752.1167018904758,354.6336663476187,363.18211073372237,07055,07,055,Metapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,0.0,4.168962767475584,1.0298597996541194,30.1987554555726,157.97719688000097,649.1687605517063,285.39559655557656,298.28041167742316,07054,07,054,Mazat�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,0.0,8.863675375715996,4.974903666554169,17.881874154836602,145.72784245788606,375.4971064566551,251.59644027817617,227.8547019900098,07053,07,053,Mazapa de Madero,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,17.96673382003196,14.124891459143338,16.8818367900924,49.58082467955788,62.97744057301027,370.8513351178992,212.70819577873024,262.46084866159214,07052,07,052,Las Margaritas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,90.51604850471905,42.53050543519463,25.5383791615886,28.886044085349077,47.98748824741948,358.22158766486126,243.53700610917642,325.4947997275416,07048,07,048,Ju�rez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,60.18695998555026,39.0407690570747,19.656054892996895,34.64837007794268,48.70009952096374,324.89635994580806,272.36156965860283,197.40724025340862,07047,07,047,Jitotol,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,9.931333808469804,31.043963102144712,10.643973424820548,78.06567597197451,384.08548371851083,1058.8084582923798,643.7711952349098,610.2678987632428,07103,07,103,Tuzant�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a7,7.385078977781382,14.563520133147675,6.766564842175912,32.29200068695081,89.3648388517884,275.3280354660978,205.8507704662952,174.96590093398208,07104,07,104,Tzimol,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a8,2.0759042849109437,3.5992622172466318,6.857176177351136,31.774308887920768,102.20525620547679,378.8018003558541,317.281552823554,222.8227117801892,07106,07,106,Venustiano Carranza,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a9,0.0,4.554421975280128,3.76908517662071,14.607859451810137,134.0621914906035,406.3364172745883,260.96239668820664,297.96585223582804,07010,07,010,Bejucal de Ocampo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000aa,4.1655886867593095,7.886591548810247,1.791076246327595,9.687504226445098,75.97323922193405,308.5027677954738,359.6709279022359,180.05310674588299,07046,07,046,Jiquipilas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ab,151.05805723435748,112.87870039856679,75.9750098324134,62.35836152473948,63.57710422529974,573.4773286228741,378.20401873635365,421.0681145219792,07045,07,045,Ixtapangajoya,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ac,8.562410225993709,11.478082496574833,9.99371672225626,27.254447981189372,84.8047785642802,318.1386230744813,294.10735153524496,181.64269215814573,07044,07,044,Ixtapa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ad,3.096280645340455,11.158851376056154,9.919790500150054,40.08771090940588,194.08593939997087,441.8417192688465,348.4639605450708,338.74037792951873,07011,07,011,Bella Vista,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,14.779095729691104,17.16336390661705,8.245208838170361,10.036193864150835,59.72535039687386,255.7998259221176,259.7681227989411,119.2940970737652,07012,07,012,Berrioz�bal,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,30.529805003177998,27.78314903250803,13.186442638570943,28.275117226870798,51.41166131644117,310.02993814924787,261.4095390956011,157.0078932265182,07013,07,013,Bochil,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,52.06622304520465,38.04523396960854,30.873149915585447,56.383240831560734,74.92598144835961,305.0845752104477,240.25548953013273,190.64770487877723,07014,07,014,El Bosque,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,14.222616603894721,25.935833855326386,10.805610203838732,99.87017325406651,243.37977195232907,654.2977760294514,434.68671706243043,432.8187929087055,07015,07,015,Cacahoat�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,85.92343747467187,48.72689037546817,32.47982877508204,17.8649145302219,64.84460657031764,440.5391205317116,200.12983397961887,251.63243530357886,07016,07,016,Catazaj�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,7.196279747566608,10.42266297941258,8.744749406208273,28.41246365227873,71.13921275122345,291.32124307330764,160.82028853975476,169.16378911936425,07019,07,019,Comit�n de Dom�nguez,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,2.8030685279295358,7.6281703683410385,6.811939011930866,38.977840649446534,106.08583369584908,452.2158381048835,452.90662638424647,340.565328031303,07020,07,020,La Concordia,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,58.465861985331934,28.741440857943886,19.22665873998956,21.98899595192692,42.17445089868838,255.84855233748166,274.1589692885116,152.50596827678154,07021,07,021,Copainal�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,188.00686392412277,108.8959309879793,84.13488340749653,71.24096896745598,60.4888625191986,627.6980434566464,427.225045565509,416.6143086542777,07043,07,043,Ixtacomit�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,153.04819858000874,98.51382478430115,76.8555456316339,71.6295787392211,63.34611511179148,512.9845056862262,373.05200487807815,308.0688772928817,07042,07,042,Ixhuat�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
